anchor,representative,loss,rho,dataset,n_seeds,ndcg_at_5_mean,ndcg_at_5_std,recall_at_1_mean,recall_at_1_std,recall_at_5_mean,recall_at_5_std,recall_at_10_mean,recall_at_10_std,flip_rate_mean,flip_rate_std,reversal_rate_mean,reversal_rate_std,margin_abs_err_mean,margin_abs_err_std,score_abs_err_mean,score_abs_err_std,pos_score_abs_err_mean,pos_score_abs_err_std,ms_per_doc_mean,ms_per_doc_std,peak_mem_mb_mean,peak_mem_mb_std
kcenter,anchor,none,0.1,tabfquad,3,0.9089,0.0076,0.8452,0.0168,0.9643,0.0097,0.9881,0.0,0.0194,0.0007,0.0177,0.0012,2.1282,0.0312,2.224,0.037,4.1469,0.0207,29.568,2.1482,97.7,0.0
kcenter,anchor,none,0.1,tatdqa,3,0.8821,0.0019,0.7938,0.0062,0.9458,0.0033,0.9612,0.0025,0.012,0.0002,0.0056,0.0004,1.3192,0.0253,1.3449,0.0087,2.576,0.0276,107.826,0.5567,1146.1,0.0
kcenter,learned,full,0.05,arxivqa,3,0.926,0.0018,0.8822,0.0031,0.9667,0.0,0.9844,0.0063,0.003,0.0002,0.002,0.0002,0.4781,0.0101,1.9198,0.0339,1.9549,0.0256,34.8057,0.4154,1061.4,0.2828
kcenter,learned,full,0.05,docvqa,3,0.6898,0.0023,0.6244,0.0031,0.7444,0.0031,0.8044,0.0137,0.0928,0.0104,0.0495,0.0097,0.4286,0.0045,0.8662,0.0416,1.0985,0.0396,50.9683,0.2994,3141.5,0.0
kcenter,learned,full,0.05,flickr,3,0.8869,0.0039,0.8067,0.0072,0.9511,0.0016,0.9744,0.0057,0.003,0.0004,0.0027,0.0004,0.7101,0.0142,1.7432,0.0321,2.0464,0.0257,8.496,0.1437,145.1,0.0
kcenter,learned,full,0.05,infovqa,3,0.906,0.0041,0.8444,0.0126,0.9533,0.0054,0.9667,0.0054,0.0081,0.0018,0.0074,0.0018,0.8528,0.0336,1.5394,0.0303,2.1418,0.0174,41.1657,0.2599,3519.3,0.0
kcenter,learned,full,0.05,tabfquad,3,0.9246,0.0035,0.873,0.0056,0.9722,0.0056,0.9921,0.0056,0.0085,0.0003,0.0083,0.0005,0.8537,0.0333,2.2227,0.0147,2.7351,0.0116,16.2017,1.7461,128.4333,0.4714
kcenter,learned,full,0.05,tatdqa,3,0.8901,0.0014,0.8086,0.0038,0.9498,0.0,0.9578,0.0,0.009,0.0007,0.0043,0.0006,0.491,0.0148,1.5512,0.0552,1.7351,0.0557,56.7663,0.0846,1336.6,0.0
kcenter,learned,full,0.1,arxivqa,3,0.9301,0.0038,0.8911,0.0083,0.9667,0.0054,0.9867,0.0,0.0025,0.0001,0.0018,0.0002,0.3681,0.0099,1.4431,0.0313,1.4502,0.0122,62.2673,0.2385,1083.4,0.0
kcenter,learned,full,0.1,docvqa,3,0.7025,0.0051,0.6311,0.0126,0.7622,0.0166,0.8,0.0144,0.0859,0.0051,0.0449,0.0044,0.3149,0.0092,0.6715,0.0301,0.8245,0.0217,94.9937,0.3186,3152.2,0.0
kcenter,learned,full,0.1,flickr,3,0.9134,0.0054,0.8478,0.0079,0.9644,0.0068,0.9789,0.0016,0.0018,0.0004,0.0015,0.0005,0.5165,0.0076,1.2566,0.0331,1.4473,0.0358,11.0157,0.2588,148.6,0.0
kcenter,learned,full,0.1,infovqa,3,0.9126,0.009,0.8689,0.0126,0.9467,0.0054,0.9689,0.0031,0.0062,0.0023,0.0055,0.0026,0.5928,0.013,1.1361,0.0246,1.4925,0.0137,76.0697,1.3581,3541.9,0.0
kcenter,learned,full,0.1,tabfquad,3,0.9373,0.0029,0.8889,0.0056,0.9802,0.0056,1.0,0.0,0.0067,0.001,0.005,0.001,0.6039,0.0314,1.667,0.0256,1.9441,0.0379,27.246,1.7414,129.3,0.0
kcenter,learned,full,0.1,tatdqa,3,0.8971,0.0035,0.8253,0.0124,0.9505,0.0025,0.9639,0.0016,0.0075,0.001,0.0033,0.0006,0.3477,0.0077,1.1405,0.0428,1.2349,0.0466,107.398,0.958,1343.7,0.0
kcenter,learned,margin,0.05,arxivqa,3,0.9259,0.0046,0.88,0.0094,0.9667,0.0,0.9844,0.0063,0.0028,0.0003,0.002,0.0002,0.4796,0.0235,1.916,0.0359,1.9558,0.0416,35.6403,0.8335,1061.4,0.2828
kcenter,learned,margin,0.05,docvqa,3,0.6938,0.0041,0.6311,0.0113,0.7444,0.0063,0.8067,0.0094,0.092,0.0112,0.0487,0.0079,0.4225,0.027,0.8418,0.0455,1.0813,0.0393,50.9637,0.4766,3141.5,0.0
kcenter,learned,margin,0.05,flickr,3,0.8838,0.0093,0.8,0.017,0.95,0.0047,0.9733,0.0027,0.0031,0.0003,0.0027,0.0003,0.7227,0.0419,1.7289,0.0435,2.05,0.0504,8.9233,0.3419,145.1,0.0
kcenter,learned,margin,0.05,infovqa,3,0.9055,0.006,0.8467,0.0109,0.9511,0.0031,0.9667,0.0054,0.0085,0.0023,0.0079,0.0023,0.863,0.0698,1.5335,0.0296,2.1453,0.0685,41.8443,1.1496,3519.3,0.0
kcenter,learned,margin,0.05,tabfquad,3,0.924,0.0036,0.877,0.0056,0.9683,0.0056,0.9921,0.0056,0.0091,0.0006,0.0089,0.0008,0.8498,0.0359,2.2196,0.0117,2.7305,0.051,17.6483,1.8326,128.4333,0.4714
kcenter,learned,margin,0.05,tatdqa,3,0.8903,0.0009,0.8099,0.0034,0.9498,0.0,0.9585,0.0009,0.0087,0.0007,0.0044,0.0006,0.491,0.0275,1.538,0.0555,1.7256,0.0579,56.363,0.4991,1336.6,0.0
kcenter,learned,margin,0.1,arxivqa,3,0.9313,0.0039,0.8911,0.0083,0.9689,0.0063,0.9867,0.0,0.0024,0.0001,0.0017,0.0001,0.37,0.0082,1.4389,0.0342,1.448,0.0174,62.331,0.2693,1083.4,0.0
kcenter,learned,margin,0.1,docvqa,3,0.7015,0.0049,0.6267,0.0094,0.7644,0.0175,0.8044,0.0166,0.0869,0.0052,0.0453,0.0049,0.3081,0.0059,0.6565,0.0393,0.8155,0.0287,95.1817,0.2679,3152.2,0.0
kcenter,learned,margin,0.1,flickr,3,0.913,0.0047,0.8444,0.0068,0.9656,0.0042,0.9789,0.0016,0.0018,0.0004,0.0015,0.0005,0.5175,0.0124,1.2454,0.053,1.4427,0.035,10.8033,0.1324,148.6,0.0
kcenter,learned,margin,0.1,infovqa,3,0.913,0.0078,0.8667,0.0054,0.9489,0.0083,0.9689,0.0083,0.0062,0.0025,0.0055,0.0027,0.5964,0.0393,1.1318,0.0268,1.4927,0.041,75.4057,0.0403,3541.9,0.0
kcenter,learned,margin,0.1,tabfquad,3,0.934,0.0058,0.881,0.0097,0.9802,0.0056,1.0,0.0,0.0067,0.001,0.0052,0.0011,0.6126,0.0204,1.6647,0.0283,1.9538,0.0263,29.987,2.0755,129.3,0.0
kcenter,learned,margin,0.1,tatdqa,3,0.8951,0.002,0.8206,0.0081,0.9505,0.0025,0.9625,0.0009,0.0075,0.0008,0.0035,0.0003,0.3489,0.0078,1.132,0.0463,1.2315,0.0472,108.835,1.5286,1343.7,0.0
kcenter,learned,score_reconstruction,0.05,arxivqa,3,0.9227,0.0051,0.88,0.0054,0.96,0.0054,0.9911,0.0031,0.0027,0.0002,0.0018,0.0002,0.4842,0.0086,1.7605,0.0256,1.8033,0.0241,34.329,0.3285,1061.4,0.2828
kcenter,learned,score_reconstruction,0.05,docvqa,3,0.7037,0.0022,0.6333,0.0054,0.7622,0.0063,0.7956,0.0137,0.0899,0.0087,0.0437,0.0091,0.3766,0.0144,0.6943,0.0157,0.9239,0.0365,51.117,0.2661,3141.5,0.0
kcenter,learned,score_reconstruction,0.05,flickr,3,0.887,0.0037,0.7967,0.0072,0.9578,0.0031,0.9733,0.0027,0.0031,0.0004,0.0027,0.0004,0.7173,0.0077,1.5437,0.0183,1.8654,0.0425,8.6943,0.2724,145.1,0.0
kcenter,learned,score_reconstruction,0.05,infovqa,3,0.9028,0.0048,0.8467,0.0094,0.9467,0.0054,0.9622,0.0031,0.0109,0.0009,0.0103,0.0008,0.9116,0.0319,1.4117,0.0129,2.0733,0.0373,40.7283,0.0739,3519.3,0.0
kcenter,learned,score_reconstruction,0.05,tabfquad,3,0.9298,0.0025,0.873,0.0056,0.9802,0.0056,0.9921,0.0056,0.0087,0.002,0.0075,0.0024,0.881,0.02,2.0599,0.0378,2.599,0.0735,17.694,1.9851,128.4333,0.4714
kcenter,learned,score_reconstruction,0.05,tatdqa,3,0.8918,0.0018,0.8133,0.0033,0.9518,0.0,0.9612,0.0009,0.0075,0.0007,0.0032,0.0009,0.4696,0.01,1.2987,0.05,1.4803,0.0493,57.151,1.031,1336.6,0.0
kcenter,learned,score_reconstruction,0.1,arxivqa,3,0.9322,0.0024,0.8933,0.0054,0.9667,0.0,0.9867,0.0,0.0024,0.0001,0.0016,0.0002,0.3678,0.0104,1.3213,0.0243,1.3399,0.0115,63.1757,1.0804,1083.4,0.0
kcenter,learned,score_reconstruction,0.1,docvqa,3,0.7001,0.007,0.6289,0.0113,0.76,0.0109,0.7978,0.0137,0.0737,0.005,0.035,0.0013,0.283,0.0124,0.5484,0.0135,0.7035,0.0083,95.3477,0.4713,3152.2,0.0
kcenter,learned,score_reconstruction,0.1,flickr,3,0.9159,0.0056,0.8522,0.0087,0.9656,0.0031,0.9778,0.0016,0.0018,0.0004,0.0015,0.0004,0.511,0.0079,1.0849,0.0237,1.2957,0.016,11.2097,0.6352,148.6,0.0
kcenter,learned,score_reconstruction,0.1,infovqa,3,0.9156,0.0049,0.8667,0.0054,0.9556,0.0031,0.9667,0.0,0.0072,0.0022,0.0065,0.0025,0.6094,0.0138,1.042,0.0167,1.4135,0.0247,74.9593,0.3226,3541.9,0.0
kcenter,learned,score_reconstruction,0.1,tabfquad,3,0.9392,0.0012,0.8889,0.0056,0.9841,0.0056,1.0,0.0,0.0056,0.0003,0.0038,0.0003,0.6295,0.033,1.5338,0.0328,1.8532,0.0598,29.827,2.0392,129.3,0.0
kcenter,learned,score_reconstruction,0.1,tatdqa,3,0.8958,0.0039,0.824,0.0123,0.9498,0.0016,0.9665,0.0009,0.0063,0.0006,0.0024,0.0003,0.3329,0.0073,0.9713,0.0358,1.0583,0.0277,107.6597,0.5619,1343.7,0.0
kcenter,response_centroid,none,0.05,arxivqa,3,0.9128,0.0029,0.8644,0.0083,0.9533,0.0054,0.9778,0.0113,0.0047,0.0012,0.0027,0.0004,0.8601,0.0282,1.9471,0.0203,2.4582,0.0147,33.8393,0.2783,412.3667,0.0471
kcenter,response_centroid,none,0.05,docvqa,3,0.663,0.0042,0.5822,0.0166,0.7311,0.0113,0.7644,0.0113,0.1203,0.0203,0.0789,0.0181,1.0283,0.0064,1.1595,0.0058,1.6046,0.0166,49.9337,0.2219,2844.9,0.0
kcenter,response_centroid,none,0.05,flickr,3,0.7148,0.0169,0.5756,0.0181,0.8333,0.0125,0.8933,0.0125,0.0138,0.0009,0.0132,0.0008,1.6324,0.0413,3.0596,0.0065,4.3603,0.0626,7.5983,0.1608,36.2,0.0
kcenter,response_centroid,none,0.05,infovqa,3,0.8437,0.0115,0.7822,0.0113,0.8933,0.0163,0.9333,0.0,0.0277,0.0032,0.0265,0.0031,2.0002,0.0532,1.8889,0.0047,3.61,0.0617,40.2387,0.3241,2858.1,0.0
kcenter,response_centroid,none,0.05,tabfquad,3,0.8604,0.0157,0.7817,0.0202,0.9286,0.0257,0.9722,0.0148,0.0391,0.0097,0.0371,0.01,2.2395,0.0331,2.9449,0.0296,4.6718,0.0412,20.216,1.9727,97.3333,0.4714
kcenter,response_centroid,none,0.05,tatdqa,3,0.8869,0.0032,0.8012,0.0075,0.9511,0.0009,0.9618,0.0016,0.0112,0.0002,0.005,0.0008,0.78,0.0182,1.5822,0.0028,2.1213,0.0054,56.013,0.5208,1142.3,0.0
kcenter,response_centroid,none,0.1,arxivqa,3,0.9296,0.006,0.8911,0.0083,0.9644,0.0031,0.98,0.0054,0.0034,0.0004,0.0018,0.0004,0.5473,0.0432,1.3999,0.0115,1.7188,0.049,62.294,0.2786,420.6,0.0
kcenter,response_centroid,none,0.1,docvqa,3,0.6889,0.0052,0.6178,0.0083,0.7511,0.0031,0.7978,0.0031,0.0921,0.0085,0.0539,0.0055,0.6191,0.0199,0.8086,0.0215,1.0862,0.0241,95.3193,1.3194,2850.7,0.0
kcenter,response_centroid,none,0.1,flickr,3,0.8337,0.0014,0.7233,0.0094,0.9211,0.0042,0.9489,0.0031,0.0061,0.0006,0.0056,0.0006,1.1563,0.0014,2.0141,0.0172,2.8987,0.0151,10.032,0.225,37.8,0.0
kcenter,response_centroid,none,0.1,infovqa,3,0.8923,0.0093,0.8467,0.0189,0.9289,0.0083,0.9511,0.0113,0.0138,0.0035,0.0129,0.0032,1.2529,0.0173,1.2502,0.03,2.3043,0.0235,74.804,0.4651,2869.7,0.0
kcenter,response_centroid,none,0.1,tabfquad,3,0.9202,0.0041,0.869,0.0097,0.9643,0.0,0.9881,0.0,0.0147,0.001,0.0129,0.001,1.2983,0.0308,1.945,0.0172,2.8736,0.0182,25.8713,1.6573,97.7,0.0
kcenter,response_centroid,none,0.1,tatdqa,3,0.8975,0.0047,0.8213,0.0143,0.9552,0.0019,0.9645,0.0009,0.0086,0.0006,0.0033,0.0007,0.5037,0.0127,1.1548,0.005,1.4711,0.0115,107.2097,0.0346,1146.1,0.0
kcenter,uniform_centroid,none,0.05,arxivqa,3,0.9187,0.0038,0.8689,0.0113,0.96,0.0,0.9867,0.0054,0.005,0.0013,0.0019,0.0002,0.5646,0.0197,2.3165,0.0093,2.3915,0.0179,34.0647,0.4732,412.3667,0.0471
kcenter,uniform_centroid,none,0.05,docvqa,3,0.6474,0.0084,0.5822,0.0113,0.7022,0.0083,0.7222,0.0083,0.1408,0.0019,0.0931,0.0025,0.8832,0.0058,1.7772,0.0052,1.9654,0.0349,50.5997,0.033,2844.9,0.0
kcenter,uniform_centroid,none,0.05,flickr,3,0.8526,0.0022,0.7656,0.0068,0.9233,0.0027,0.9611,0.0083,0.0048,0.0,0.0043,0.0001,0.936,0.0222,2.3381,0.0133,2.8839,0.0437,7.8847,0.1158,36.2,0.0
kcenter,uniform_centroid,none,0.05,infovqa,3,0.8949,0.008,0.8378,0.0175,0.9378,0.0063,0.96,0.0054,0.0103,0.002,0.0091,0.0019,0.9879,0.0141,2.2473,0.0126,2.8254,0.0149,40.2277,0.2771,2858.1,0.0
kcenter,uniform_centroid,none,0.05,tabfquad,3,0.918,0.0011,0.873,0.0112,0.9603,0.0112,0.9881,0.0,0.0119,0.0005,0.0111,0.0007,0.9205,0.0476,2.8322,0.0259,3.3482,0.0431,15.95,1.7118,97.3333,0.4714
kcenter,uniform_centroid,none,0.05,tatdqa,3,0.8892,0.0003,0.8153,0.0049,0.9458,0.0049,0.9572,0.0009,0.0121,0.0004,0.0059,0.0008,0.6536,0.0236,2.3079,0.0103,2.5434,0.0103,56.364,0.5143,1142.3,0.0
kcenter,uniform_centroid,none,0.1,arxivqa,3,0.9278,0.0047,0.8889,0.0083,0.9644,0.0031,0.9867,0.0054,0.0033,0.0007,0.0016,0.0003,0.4182,0.0145,1.6482,0.0069,1.6965,0.0221,62.669,0.5142,420.6,0.0
kcenter,uniform_centroid,none,0.1,docvqa,3,0.6738,0.0035,0.5978,0.0083,0.7356,0.0063,0.76,0.0054,0.12,0.0078,0.0764,0.0052,0.6394,0.0283,1.1618,0.018,1.3024,0.0242,94.9533,0.7718,2850.7,0.0
kcenter,uniform_centroid,none,0.1,flickr,3,0.9076,0.0051,0.8478,0.0057,0.9556,0.0057,0.9756,0.0016,0.0024,0.0003,0.002,0.0003,0.6618,0.0177,1.5921,0.0059,1.9537,0.0244,9.8077,0.1629,37.8,0.0
kcenter,uniform_centroid,none,0.1,infovqa,3,0.9124,0.0024,0.8644,0.0063,0.9511,0.0031,0.9689,0.0031,0.0072,0.0021,0.0062,0.0023,0.6791,0.0097,1.5035,0.02,1.8529,0.0204,74.966,0.3086,2869.7,0.0
kcenter,uniform_centroid,none,0.1,tabfquad,3,0.9325,0.0042,0.8889,0.0056,0.9722,0.0056,0.9881,0.0,0.0101,0.0018,0.0087,0.002,0.6471,0.0286,1.9569,0.0123,2.2353,0.0422,29.847,2.0597,97.7,0.0
kcenter,uniform_centroid,none,0.1,tatdqa,3,0.8953,0.001,0.8199,0.0041,0.9505,0.0009,0.9612,0.0009,0.009,0.0006,0.0041,0.0008,0.4549,0.0228,1.5314,0.0073,1.6632,0.0121,107.3807,0.9493,1146.1,0.0
random,anchor,none,0.05,arxivqa,3,0.8757,0.0144,0.8133,0.0144,0.9289,0.0126,0.9511,0.0113,0.0122,0.0023,0.0073,0.0017,1.5251,0.0674,3.5452,0.0445,4.2686,0.0798,7.1867,1.5898,412.3667,0.0471
random,anchor,none,0.05,docvqa,3,0.6081,0.0053,0.54,0.0109,0.6622,0.0137,0.7044,0.022,0.1078,0.0069,0.0679,0.0054,1.3957,0.0539,2.683,0.0953,2.9448,0.1246,9.0793,1.5236,2844.9,0.0
random,anchor,none,0.05,flickr,3,0.5494,0.033,0.4244,0.0391,0.6589,0.03,0.7522,0.0313,0.0487,0.0099,0.0481,0.0099,2.2848,0.1363,4.1023,0.0542,5.8992,0.167,5.1513,0.3315,36.2,0.0
random,anchor,none,0.05,infovqa,3,0.8514,0.0049,0.7778,0.0113,0.9133,0.0054,0.94,0.0094,0.0187,0.0045,0.0172,0.0049,1.8641,0.0669,2.9401,0.0305,4.2897,0.0298,7.153,0.2713,2858.1,0.0
random,anchor,none,0.05,tabfquad,3,0.8482,0.0143,0.7778,0.0112,0.9087,0.0297,0.9683,0.0224,0.0433,0.0118,0.0421,0.0126,2.3627,0.0885,4.3308,0.0801,6.1135,0.1648,6.1153,1.7152,97.3333,0.4714
random,anchor,none,0.05,tatdqa,3,0.8453,0.0079,0.7403,0.0175,0.9304,0.0025,0.9511,0.0041,0.0198,0.0014,0.0139,0.0015,1.4015,0.0575,3.2731,0.0409,3.9837,0.0613,8.124,0.5411,1142.3,0.0
random,anchor,none,0.1,arxivqa,3,0.8847,0.0027,0.8311,0.0063,0.9333,0.0054,0.9578,0.0083,0.0106,0.0011,0.006,0.0003,1.206,0.0391,2.5152,0.053,2.8406,0.0166,6.3897,0.2489,420.6,0.0
random,anchor,none,0.1,docvqa,3,0.6514,0.0163,0.5778,0.0137,0.7178,0.0175,0.7511,0.0031,0.1073,0.0031,0.0679,0.0018,1.1649,0.0423,1.9393,0.0679,2.0304,0.0364,7.9743,0.071,2850.7,0.0
random,anchor,none,0.1,flickr,3,0.706,0.0344,0.5689,0.0417,0.8211,0.0227,0.8733,0.0119,0.0204,0.0035,0.0198,0.0036,1.5978,0.0865,2.9773,0.0204,4.0976,0.0937,5.324,0.2431,37.8,0.0
random,anchor,none,0.1,infovqa,3,0.8863,0.0012,0.8289,0.0063,0.9311,0.0031,0.94,0.0109,0.0131,0.0025,0.0118,0.0026,1.36,0.004,2.1057,0.0318,2.9412,0.034,7.3543,0.0748,2869.7,0.0
random,anchor,none,0.1,tabfquad,3,0.9079,0.015,0.8492,0.0297,0.9603,0.0056,0.9881,0.0097,0.0181,0.0036,0.0165,0.0036,1.7527,0.1359,3.0488,0.0683,4.2348,0.2163,6.2737,1.8832,97.7,0.0
random,anchor,none,0.1,tatdqa,3,0.8707,0.0047,0.7798,0.0123,0.9431,0.0019,0.9612,0.0025,0.0157,0.0012,0.0091,0.0013,1.0756,0.0414,2.3095,0.0278,2.6984,0.0146,7.3757,0.0403,1146.1,0.0
random,learned,full,0.05,arxivqa,3,0.9281,0.0083,0.8911,0.0191,0.96,0.0054,0.98,0.0,0.0041,0.0013,0.0017,0.0003,0.627,0.0094,2.1588,0.0407,1.966,0.0499,7.3763,0.9091,1061.4,0.2828
random,learned,full,0.05,docvqa,3,0.6961,0.0082,0.6133,0.0249,0.7622,0.0257,0.8044,0.022,0.0855,0.0182,0.0483,0.012,0.4971,0.0765,1.0191,0.1415,1.13,0.1136,8.013,0.0657,3141.5,0.0
random,learned,full,0.05,flickr,3,0.8663,0.0028,0.7722,0.011,0.9411,0.0042,0.9622,0.0016,0.0046,0.0009,0.0043,0.001,0.8362,0.0197,1.926,0.0326,2.2885,0.0384,6.2283,0.1297,145.1,0.0
random,learned,full,0.05,infovqa,3,0.9155,0.0032,0.8556,0.0083,0.9578,0.0063,0.9733,0.0054,0.0056,0.001,0.0047,0.001,0.88,0.0352,1.7277,0.0279,2.0748,0.0656,8.024,0.0693,3519.3,0.0
random,learned,full,0.05,tabfquad,3,0.9174,0.0105,0.8571,0.0194,0.9722,0.0056,0.996,0.0056,0.0105,0.0023,0.0101,0.0027,1.1607,0.0511,2.5557,0.0129,3.2349,0.0655,6.3663,1.637,128.4333,0.4714
random,learned,full,0.05,tatdqa,3,0.8902,0.006,0.8126,0.0096,0.9498,0.0033,0.9612,0.0025,0.0106,0.0004,0.0051,0.0013,0.6194,0.0056,1.824,0.0571,1.8347,0.0591,8.103,0.4907,1336.6,0.0
random,learned,full,0.1,arxivqa,3,0.9307,0.0062,0.8889,0.0083,0.9667,0.0054,0.98,0.0,0.0031,0.0011,0.0012,0.0003,0.4724,0.0169,1.5735,0.037,1.3101,0.0341,6.8573,0.2664,1083.4,0.0
random,learned,full,0.1,docvqa,3,0.6924,0.0048,0.6111,0.0113,0.7578,0.0137,0.7911,0.0245,0.0847,0.0116,0.0477,0.0098,0.3394,0.0789,0.7617,0.0874,0.7722,0.0889,7.875,0.3127,3152.2,0.0
random,learned,full,0.1,flickr,3,0.8991,0.0016,0.8233,0.0072,0.9567,0.0027,0.97,0.0027,0.0029,0.0001,0.0025,0.0001,0.5998,0.0094,1.405,0.0313,1.6032,0.0289,6.03,0.0342,148.6,0.0
random,learned,full,0.1,infovqa,3,0.9266,0.005,0.8778,0.0083,0.9644,0.0031,0.9756,0.0083,0.0045,0.002,0.0037,0.0022,0.6217,0.0081,1.2775,0.0219,1.3525,0.0413,8.289,1.2424,3541.9,0.0
random,learned,full,0.1,tabfquad,3,0.94,0.0017,0.8889,0.0056,0.9881,0.0,1.0,0.0,0.0058,0.0007,0.0044,0.0003,0.7616,0.0097,1.8291,0.0485,2.1742,0.0495,5.149,0.0587,129.3,0.0
random,learned,full,0.1,tatdqa,3,0.8978,0.0029,0.8253,0.0049,0.9538,0.0057,0.9632,0.0009,0.0081,0.0001,0.0047,0.0003,0.4637,0.0192,1.3335,0.0469,1.2501,0.0443,7.4497,0.0352,1343.7,0.0
random,learned,margin,0.05,arxivqa,3,0.9312,0.0058,0.9,0.0109,0.96,0.0054,0.98,0.0,0.0044,0.0008,0.0017,0.0004,0.6717,0.044,2.2309,0.0389,2.0521,0.0472,7.158,0.3233,1061.4,0.2828
random,learned,margin,0.05,docvqa,3,0.6875,0.0053,0.6067,0.0237,0.7511,0.0166,0.7978,0.0191,0.0913,0.0138,0.0525,0.0083,0.5402,0.04,1.1061,0.0618,1.2107,0.0585,7.9997,0.0873,3141.5,0.0
random,learned,margin,0.05,flickr,3,0.8556,0.014,0.7544,0.0204,0.9356,0.011,0.9589,0.0063,0.0053,0.0008,0.005,0.0008,0.8925,0.0857,2.0037,0.0865,2.4328,0.1551,6.224,0.2659,145.1,0.0
random,learned,margin,0.05,infovqa,3,0.9153,0.0036,0.8556,0.0083,0.96,0.0054,0.9711,0.0031,0.0059,0.0013,0.005,0.0013,0.9292,0.0846,1.7884,0.0327,2.181,0.0944,8.876,0.8533,3519.3,0.0
random,learned,margin,0.05,tabfquad,3,0.9191,0.0083,0.8532,0.0148,0.9802,0.0056,0.996,0.0056,0.0117,0.0024,0.0107,0.0029,1.2131,0.1179,2.6555,0.1054,3.3553,0.1258,5.1543,2.9509,128.4333,0.4714
random,learned,margin,0.05,tatdqa,3,0.8905,0.0033,0.8146,0.0034,0.9491,0.0025,0.9592,0.0025,0.0106,0.0008,0.0051,0.0011,0.6616,0.0501,1.93,0.0336,1.9615,0.0817,7.126,0.4414,1336.6,0.0
random,learned,margin,0.1,arxivqa,3,0.9299,0.0049,0.8889,0.0031,0.9644,0.0083,0.9844,0.0063,0.0036,0.0013,0.0012,0.0003,0.4876,0.0166,1.6153,0.0019,1.3572,0.0153,6.9553,0.3004,1083.4,0.0
random,learned,margin,0.1,docvqa,3,0.6963,0.0064,0.6178,0.0126,0.76,0.0144,0.7889,0.022,0.0893,0.0076,0.0515,0.0071,0.3723,0.0514,0.8222,0.0444,0.8259,0.0549,7.9633,0.0295,3152.2,0.0
random,learned,margin,0.1,flickr,3,0.8913,0.0116,0.8089,0.0247,0.9544,0.0042,0.9722,0.0016,0.0034,0.0005,0.003,0.0005,0.6328,0.0479,1.443,0.021,1.6814,0.0879,6.311,0.2427,148.6,0.0
random,learned,margin,0.1,infovqa,3,0.9255,0.0046,0.8778,0.0113,0.9644,0.0031,0.9756,0.0083,0.0051,0.0012,0.0041,0.0013,0.646,0.034,1.3169,0.0124,1.4178,0.0592,8.0273,0.068,3541.9,0.0
random,learned,margin,0.1,tabfquad,3,0.9396,0.002,0.8889,0.0056,0.9881,0.0,0.996,0.0056,0.0058,0.0006,0.0048,0.0005,0.7811,0.0419,1.8772,0.0604,2.2466,0.0996,5.1347,0.0405,129.3,0.0
random,learned,margin,0.1,tatdqa,3,0.8966,0.0034,0.8233,0.0016,0.9531,0.0062,0.9639,0.0016,0.0086,0.0004,0.0047,0.0001,0.4972,0.0238,1.4107,0.0341,1.3399,0.0544,8.6443,1.7077,1343.7,0.0
random,learned,score_reconstruction,0.05,arxivqa,3,0.928,0.0097,0.8911,0.0191,0.96,0.0,0.98,0.0054,0.0037,0.0004,0.0016,0.0002,0.5797,0.0096,1.8572,0.0371,1.7146,0.0086,7.186,0.3512,1061.4,0.2828
random,learned,score_reconstruction,0.05,docvqa,3,0.6968,0.0061,0.62,0.0109,0.7556,0.0113,0.8,0.0054,0.0804,0.0104,0.0417,0.0065,0.3885,0.0101,0.7239,0.0129,0.8703,0.0135,9.0923,0.8932,3141.5,0.0
random,learned,score_reconstruction,0.05,flickr,3,0.8642,0.0041,0.7756,0.0068,0.9333,0.0054,0.96,0.0082,0.005,0.001,0.0047,0.0011,0.8244,0.0111,1.6895,0.0153,2.0521,0.0123,5.9457,0.1264,145.1,0.0
random,learned,score_reconstruction,0.05,infovqa,3,0.9078,0.0037,0.8556,0.0031,0.9444,0.0031,0.9711,0.0063,0.005,0.0017,0.0041,0.0017,0.9205,0.0256,1.5215,0.0172,2.0023,0.0205,7.2797,0.2362,3519.3,0.0
random,learned,score_reconstruction,0.05,tabfquad,3,0.9169,0.0039,0.8571,0.0,0.9683,0.0056,0.996,0.0056,0.0103,0.0028,0.0097,0.003,1.1311,0.0617,2.2226,0.021,2.9516,0.0528,6.5787,2.0947,128.4333,0.4714
random,learned,score_reconstruction,0.05,tatdqa,3,0.8945,0.0043,0.8179,0.0053,0.9525,0.0053,0.9625,0.0019,0.0087,0.0002,0.0045,0.001,0.5398,0.0154,1.3731,0.0357,1.4147,0.0431,7.8017,0.5256,1336.6,0.0
random,learned,score_reconstruction,0.1,arxivqa,3,0.9322,0.0062,0.8956,0.0113,0.9644,0.0063,0.9822,0.0031,0.003,0.0008,0.0011,0.0003,0.4345,0.0124,1.3631,0.0282,1.1579,0.0132,7.122,0.2893,1083.4,0.0
random,learned,score_reconstruction,0.1,docvqa,3,0.6983,0.0027,0.6244,0.0113,0.76,0.0054,0.8044,0.0063,0.0851,0.0028,0.0423,0.0045,0.2761,0.0032,0.5628,0.007,0.6004,0.0048,8.3803,0.2852,3152.2,0.0
